id,event_type,latitude,longitude,endlatitude,endlongitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,modified_datetime,description,veh_type,corridor,priority,created_date,client_id,created_by_id,last_modified_by_id,police_station,kgid,closed_by_id,closed_datetime,gba_identifier,zone,junction,resolution_minutes,severity_class,hour,day_of_week,month,quarter,week_of_year,is_weekend,is_peak_hour,event_density_zone,event_density_junction,avg_res_time_cause,avg_res_time_zone,avg_res_time_corridor,cluster_id
FKID001313,unplanned,12.9124406,77.4851732,0.0,0.0,"Mysore Road, Madhu Petrol Bunk Junction, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)",others,False,2024-02-16 03:57:04.593000+00:00,closed,yes,2024-02-16 05:56:37.404812+00:00,traffic no problem sir slow movement,Unknown,Mysore Road,High,2024-02-16 03:59:00.368815+00:00,1,FKUSR00738,FKUSR00001,Kengeri,FKKG000722,FKUSR00738,2024-02-16 05:56:37.404262+00:00,Unknown,Unknown,Unknown,119.54685436666666,Medium,3,4,2,1,7,0,0,1350,1570,124.31282071161388,74.68835961348148,63.592885176608185,0
FKID001324,unplanned,12.9938878,77.5891555,12.9938901,77.5891549,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",tree_fall,True,2024-03-14 07:35:35.640000+00:00,closed,yes,2024-03-14 08:54:58.005597+00:00,tree fall to Near MCC college sir,Unknown,Non-corridor,Low,2024-03-14 07:36:40.835129+00:00,1,FKUSR00742,FKUSR00001,High ground,FKKG000726,FKUSR00742,2024-03-14 08:54:58.004978+00:00,Unknown,Unknown,Unknown,79.37274963333333,Medium,7,3,3,1,11,0,1,1350,1570,192.2649094001792,74.68835961348148,82.18710564856087,0
FKID001329,unplanned,12.9831235,77.5308168,0.0,0.0,"5th Main Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",vehicle_breakdown,False,2024-03-14 07:51:04.447000+00:00,closed,yes,2024-03-14 10:24:32.919624+00:00,Unknown,bmtc_bus,Magadi Road,High,2024-03-14 07:53:28.323881+00:00,1,FKUSR00746,FKUSR00001,Kamakshipalya,FKKG000730,FKUSR00746,2024-03-14 10:24:29.208744+00:00,Unknown,Unknown,Unknown,153.41269573333332,High,7,3,3,1,11,0,1,1350,1570,50.15632767893999,74.68835961348148,63.94197490036232,0
FKID001331,unplanned,13.0036733,77.6631733,0.0,0.0,"MBT Road, Vedantha, Kamalamma Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",accident,False,2024-03-14 10:22:42.703000+00:00,closed,yes,2024-03-14 11:14:44.971268+00:00,break fail,Unknown,ORR North 1,High,2024-03-14 10:23:24.389815+00:00,1,FKUSR00748,FKUSR00001,Banaswadi,FKKG000732,FKUSR00748,2024-03-14 11:14:44.970768+00:00,Unknown,Unknown,Unknown,52.03779613333334,Medium,10,3,3,1,11,0,1,1350,1570,47.9331169829502,74.68835961348148,77.9761443347826,0
FKID001332,unplanned,13.008416,77.6925609,0.0,0.0,"MBT Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,False,2024-02-16 05:21:49.454000+00:00,closed,no,2024-02-16 05:23:37.961958+00:00,vahical,lcv,Non-corridor,Low,2024-02-16 05:22:59.529883+00:00,1,FKUSR00342,FKUSR00342,K.R. Pura,FKKG000334,FKUSR00342,2024-02-16 05:23:37.692190+00:00,Unknown,Unknown,Unknown,1.8039698333333332,Low,5,4,2,1,7,0,0,1350,1570,50.15632767893999,74.68835961348148,82.18710564856087,0
FKID001334,unplanned,12.9060449,77.5857343,0.0,0.0,"24th Main Road, Sarakki Agrahara, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",vehicle_breakdown,False,2024-02-16 06:48:35.403000+00:00,closed,yes,2024-02-16 07:16:34.077678+00:00,off road,bmtc_bus,ORR West 1,High,2024-02-16 06:49:29.891049+00:00,1,FKUSR00721,FKUSR00001,J.P. Nagar,FKKG000705,FKUSR00721,2024-02-16 07:16:34.077156+00:00,Unknown,Unknown,Unknown,27.9779026,Low,6,4,2,1,7,0,0,1350,1570,50.15632767893999,74.68835961348148,70.9842127457627,0
FKID001335,unplanned,13.0096382,77.5059421,0.0,0.0,"1st Cross Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,2024-02-16 06:01:01.071000+00:00,closed,yes,2024-02-16 07:18:05.420126+00:00,BMTC bus front wheel puncher sir,bmtc_bus,Non-corridor,Low,2024-02-16 06:02:34.844643+00:00,1,FKUSR00592,FKUSR00001,Peenya,FKKG000580,FKUSR00592,2024-02-16 07:18:05.419641+00:00,Unknown,Unknown,Unknown,77.07247735,Medium,6,4,2,1,7,0,0,1350,1570,50.15632767893999,74.68835961348148,82.18710564856087,0
FKID001339,unplanned,13.008416,77.6925609,0.0,0.0,"MBT Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,False,2024-02-16 05:21:49.454000+00:00,closed,no,2024-02-16 05:26:36.960394+00:00,vahical,lcv,Non-corridor,Low,2024-02-16 05:22:59.958059+00:00,1,FKUSR00342,FKUSR00342,K.R. Pura,FKKG000334,FKUSR00342,2024-02-16 05:23:51.982116+00:00,Unknown,Unknown,Unknown,2.0421352666666666,Low,5,4,2,1,7,0,0,1350,1570,50.15632767893999,74.68835961348148,82.18710564856087,0
FKID001346,unplanned,12.9592367,77.5557324,0.0,0.0,"Mysore Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",others,False,2024-02-16 07:30:35.990000+00:00,closed,no,2024-02-16 07:34:24.779614+00:00,cleared by putting mud on road,Unknown,Mysore Road,High,2024-02-16 07:34:08.779998+00:00,1,FKUSR00755,FKUSR00755,Chamarajpet,FKKG000739,FKUSR00755,2024-02-16 07:34:24.779085+00:00,Unknown,Unknown,Unknown,3.8131514166666665,Low,7,4,2,1,7,0,1,1350,1570,124.31282071161388,74.68835961348148,63.592885176608185,0
FKID001351,unplanned,12.964071,77.5698422,0.0,0.0,"Sultan Road, Church Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,False,2024-02-16 09:13:45.192000+00:00,closed,yes,2024-02-16 09:48:52.552921+00:00,Outgoing,lcv,Mysore Road,High,2024-02-16 09:16:36.455254+00:00,1,FKUSR00216,FKUSR00001,Chamarajpet,FKKG000208,FKUSR00216,2024-02-16 09:48:52.552419+00:00,Unknown,Unknown,Unknown,35.12267365,Medium,9,4,2,1,7,0,1,1350,1570,50.15632767893999,74.68835961348148,63.592885176608185,0
FKID001355,unplanned,12.9587673,77.5740072,0.0,0.0,"KR Main Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",tree_fall,False,2024-03-14 20:01:29.314000+00:00,closed,no,2024-03-14 20:57:58.818290+00:00,tree fallen at near [LOCATION] sir,Unknown,Non-corridor,Low,2024-03-14 20:02:20.568572+00:00,1,FKUSR00534,FKUSR00001,V.V.Puram (C.Pet),FKKG000523,FKUSR00534,2024-03-14 20:57:58.817652+00:00,Unknown,Unknown,Unknown,56.49172753333333,Medium,20,3,3,1,11,0,1,1350,1570,192.2649094001792,74.68835961348148,82.18710564856087,0
FKID001364,unplanned,13.0126029,77.5544554,0.0,0.0,"Chord Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,2024-02-16 20:42:44.804000+00:00,closed,yes,2024-02-16 21:31:57.088787+00:00,starting problem,bmtc_bus,West of Chord Road,High,2024-02-16 20:44:22.649895+00:00,1,FKUSR00707,FKUSR00001,Malleshwaram,FKKG000691,FKUSR00707,2024-02-16 21:31:57.088237+00:00,Unknown,Unknown,Unknown,49.20473728333333,Medium,20,4,2,1,7,0,1,1350,1570,50.15632767893999,74.68835961348148,48.95739109285715,0
FKID001367,unplanned,13.0166638,77.5836457,13.0166383,77.5839733,"Geddalahalli Main Road, Gunatha Vihar, Ganga Nagar, Bengaluru, Karnataka. Pin-560006 (India)",vehicle_breakdown,True,2024-02-16 20:00:53.281000+00:00,closed,yes,2024-02-16 20:38:11.492717+00:00,with in 30 minutes,lcv,Bellary Road 1,High,2024-02-16 20:02:08.311061+00:00,1,FKUSR00764,FKUSR00001,Sadashivanagar,FKKG000748,FKUSR00764,2024-02-16 20:38:11.492102+00:00,Unknown,Unknown,Unknown,37.30351836666667,Medium,20,4,2,1,7,0,1,1350,1570,50.15632767893999,74.68835961348148,64.99083835017825,0
FKID001368,unplanned,13.0295902,77.537008,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-02-16 19:53:36.035000+00:00,closed,yes,2024-02-16 21:06:29.050093+00:00,Unknown,bmtc_bus,Tumkur Road,High,2024-02-16 19:54:06.857965+00:00,1,FKUSR00765,FKUSR00001,Yeshwanthpura,FKKG000749,FKUSR00765,2024-02-16 21:06:29.049604+00:00,Unknown,Unknown,Unknown,72.88357673333333,Medium,19,4,2,1,7,0,1,1350,1570,50.15632767893999,74.68835961348148,58.30943540414594,0
FKID001370,unplanned,12.9840844,77.6405155,0.0,0.0,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2024-02-16 20:51:31.561000+00:00,closed,no,2024-02-16 20:55:18.286025+00:00,[PERSON] towards 80feet,private_car,Old Madras Road,High,2024-02-16 20:52:22.420133+00:00,1,FKUSR00351,FKUSR00001,Jeevanbheemanagar,FKKG000343,FKUSR00351,2024-02-16 20:55:18.285494+00:00,Unknown,Unknown,Unknown,3.7787415666666666,Low,20,4,2,1,7,0,1,1350,1570,50.15632767893999,74.68835961348148,57.05475939479167,0
FKID001371,unplanned,12.9729384,77.5128128,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2024-03-14 21:49:41.694000+00:00,closed,yes,2024-03-14 21:52:32.029405+00:00,Unknown,bmtc_bus,Non-corridor,Low,2024-03-14 21:51:02.633525+00:00,1,FKUSR00767,FKUSR00009,Jnanabharathi,FKKG000751,FKUSR00767,2024-03-14 21:52:19.113498+00:00,Unknown,Unknown,Unknown,2.6236583,Low,21,3,3,1,11,0,1,1350,1570,50.15632767893999,74.68835961348148,82.18710564856087,0
FKID001373,unplanned,12.926154,77.676723,0.0,0.0,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,2024-03-14 21:48:17.400000+00:00,closed,yes,2024-03-14 23:26:03.740423+00:00,[PERSON] db [PERSON] service road traffic slow moving sir,bmtc_bus,ORR East 1,High,2024-03-14 21:49:54.588134+00:00,1,FKUSR00768,FKUSR00001,Bellandur,FKKG000752,FKUSR00768,2024-03-14 23:26:03.739771+00:00,Unknown,Unknown,Unknown,97.77232951666666,Medium,21,3,3,1,11,0,1,1350,1570,50.15632767893999,74.68835961348148,70.00507454057971,0
FKID001374,unplanned,12.95372239,77.57679302,0.0,0.0,"Sajjan Rao Road, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",tree_fall,False,2024-03-14 21:58:59.053000+00:00,closed,no,2024-03-14 22:30:17.662778+00:00,Tree fall on the main road not necessary for road close,Unknown,Non-corridor,Low,2024-03-14 22:00:04.820687+00:00,1,FKUSR00579,FKUSR00001,V.V.Puram (C.Pet),FKKG000568,FKUSR00579,2024-03-14 22:30:17.661969+00:00,Unknown,Unknown,Unknown,31.31014948333333,Medium,21,3,3,1,11,0,1,1350,1570,192.2649094001792,74.68835961348148,82.18710564856087,0
FKID001375,unplanned,12.9219507,77.5602425,0.0,0.0,"30th Main Road, Kittur Rani Chennamma Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",road_conditions,False,2024-03-14 21:36:49.204000+00:00,closed,yes,2024-03-14 22:39:05.045665+00:00,BBMP work ing sir slow movements,Unknown,ORR West 1,High,2024-03-14 21:38:26.603401+00:00,1,FKUSR00769,FKUSR00001,Banashankari,FKKG000753,FKUSR00769,2024-03-14 22:39:05.045070+00:00,Unknown,Unknown,Unknown,62.26401783333333,Medium,21,3,3,1,11,0,1,1350,1570,259.73761564038466,74.68835961348148,70.9842127457627,0
FKID001384,unplanned,12.9846104,77.5724988,0.0,0.0,"BTS Bus Station Road, Old Mysore Road Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560023 (India)",vehicle_breakdown,False,2024-02-16 22:13:32.326000+00:00,closed,yes,2024-02-16 23:16:50.684505+00:00,one side traffic free movement,private_bus,Non-corridor,Low,2024-02-16 22:15:36.091329+00:00,1,FKUSR00771,FKUSR00001,Sheshadripuram,FKKG000755,FKUSR00771,2024-02-16 23:16:50.683655+00:00,Unknown,Unknown,Unknown,63.30596091666666,Medium,22,4,2,1,7,0,0,1350,1570,50.15632767893999,74.68835961348148,82.18710564856087,0
FKID001387,unplanned,13.0408936,77.6175047,0.0,0.0,"MBT Road, Ebisu Tech Park, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,2024-03-14 23:24:29.386000+00:00,closed,no,2024-03-15 00:02:16.525862+00:00,slow movement traffic towards KEB junction due to [LOCATION] work,Unknown,ORR North 1,High,2024-03-14 23:25:04.365065+00:00,1,FKUSR00361,FKUSR00361,Hennuru,FKKG000353,FKUSR00361,2024-03-15 00:02:16.525295+00:00,Unknown,Unknown,Unknown,37.785654916666665,Medium,23,3,3,1,11,0,0,1350,1570,74.67839247878788,74.68835961348148,77.9761443347826,0
FKID001388,unplanned,13.0166851,77.5590135,0.0,0.0,"Canara Union Road, Embassy Heritage Apartment, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,2024-03-14 22:53:09.439000+00:00,closed,yes,2024-03-14 23:06:25.372770+00:00,"car punture Mattikere cross towards ko8, traffic no problem",private_car,Tumkur Road,High,2024-03-14 22:55:34.651903+00:00,1,FKUSR00229,FKUSR00001,Yeshwanthpura,FKKG000221,FKUSR00229,2024-03-14 23:06:25.372235+00:00,Unknown,Unknown,Unknown,13.265553916666668,Low,22,3,3,1,11,0,0,1350,1570,50.15632767893999,74.68835961348148,58.30943540414594,0
FKID001390,unplanned,12.9607315,77.5043785,0.0,0.0,"Kengeri Main Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",others,False,2024-02-17 01:04:06.297000+00:00,closed,yes,2024-02-17 01:39:06.036770+00:00,vaccum pin required,Unknown,Non-corridor,Low,2024-02-17 01:04:34.510744+00:00,1,FKUSR00773,FKUSR00001,Jnanabharathi,FKKG000757,FKUSR00773,2024-02-17 01:39:06.036238+00:00,Unknown,Unknown,Unknown,34.995653966666666,Medium,1,5,2,1,7,1,0,1350,1570,124.31282071161388,74.68835961348148,82.18710564856087,0
FKID001395,unplanned,13.0354502,77.5266678,0.0,0.0,"Mumbai Bengaluru Highway, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,2024-02-16 23:58:10.991000+00:00,closed,yes,2024-02-17 00:26:27.036776+00:00,Peenya industries metro station on flyover LCV vehicle off-road towards parle toll traffic one side movement,lcv,Tumkur Road,High,2024-02-16 23:59:05.329740+00:00,1,FKUSR00402,FKUSR00001,Peenya,FKKG000392,FKUSR00402,2024-02-17 00:26:27.036235+00:00,Unknown,Unknown,Unknown,28.267420583333333,Low,23,4,2,1,7,0,0,1350,1570,50.15632767893999,74.68835961348148,58.30943540414594,0
FKID001396,unplanned,12.9225338,77.6456041,0.0,0.0,"Outer Ring Road, Heavie Halcyon, Agara, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2024-02-16 23:19:27.396000+00:00,closed,yes,2024-02-17 01:20:26.903204+00:00,car breakdown due to battery problem,private_car,ORR East 1,High,2024-02-16 23:20:52.525923+00:00,1,FKUSR00776,FKUSR00001,HSR Layout,FKKG000760,FKUSR00776,2024-02-17 01:20:26.902482+00:00,Unknown,Unknown,Unknown,120.9917747,High,23,4,2,1,7,0,0,1350,1570,50.15632767893999,74.68835961348148,70.00507454057971,0
FKID001397,unplanned,13.0312086,77.5244957,13.0312219,77.5245786,"5th Cross Road, Industrial Area Stage 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",others,True,2024-02-17 00:07:55.053000+00:00,closed,no,2024-02-17 05:21:47.058674+00:00,[VEHICLE] number hgv vehicle grar box damege no moving sir,Unknown,Non-corridor,Low,2024-02-17 00:09:56.265401+00:00,1,FKUSR00566,FKUSR00001,Peenya,FKKG000555,FKUSR00566,2024-02-17 05:21:47.058168+00:00,Unknown,Unknown,Unknown,313.8667528,Critical,0,5,2,1,7,1,0,1350,1570,124.31282071161388,74.68835961348148,82.18710564856087,0
FKID001400,unplanned,12.9289557,77.5677555,0.0,0.0,"9th Main Road, Siddanna Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",road_conditions,False,2024-03-15 00:32:50.155000+00:00,closed,yes,2024-03-15 00:34:43.856668+00:00,for test,Unknown,Non-corridor,Low,2024-03-15 00:33:46.091753+00:00,1,FKUSR00262,FKUSR00001,Banashankari,FKKG000254,FKUSR00262,2024-03-15 00:34:30.873794+00:00,Unknown,Unknown,Unknown,1.6786465666666668,Low,0,4,3,1,11,0,0,1350,1570,259.73761564038466,74.68835961348148,82.18710564856087,0
FKID001404,unplanned,12.95291122,77.54039654,0.0,0.0,"KR Market Road, Dr Rajkumar Circle, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",others,False,2024-03-15 00:58:01.956000+00:00,closed,no,2024-03-15 01:02:09.141490+00:00,Tier puncher,Unknown,West of Chord Road,High,2024-03-15 00:58:26.245005+00:00,1,FKUSR00128,FKUSR00001,Byatarayanapura,FKKG000122,FKUSR00128,2024-03-15 01:02:09.140254+00:00,Unknown,Unknown,Unknown,4.119737566666667,Low,0,4,3,1,11,0,0,1350,1570,124.31282071161388,74.68835961348148,48.95739109285715,0
FKID001405,unplanned,12.9863112,77.6475171,0.0,0.0,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",accident,False,2024-03-15 00:47:15.818000+00:00,closed,yes,2024-03-15 01:28:50.111312+00:00,Unknown,Unknown,Old Madras Road,High,2024-03-15 00:47:47.382682+00:00,1,FKUSR00778,FKUSR00001,Jeevanbheemanagar,FKKG000762,FKUSR00778,2024-03-15 01:28:50.110719+00:00,Unknown,Unknown,Unknown,41.571545316666665,Medium,0,4,3,1,11,0,0,1350,1570,47.9331169829502,74.68835961348148,57.05475939479167,0
FKID001410,unplanned,12.9370003,77.5202782,0.0,0.0,"Mysore Road, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2024-02-17 02:46:23.452000+00:00,closed,yes,2024-02-17 03:21:00.692269+00:00,Unknown,ksrtc_bus,Mysore Road,High,2024-02-17 02:48:13.906672+00:00,1,FKUSR00779,FKUSR00001,Byatarayanapura,FKKG000763,FKUSR00779,2024-02-17 03:21:00.691771+00:00,Unknown,Unknown,Unknown,34.62066285,Medium,2,5,2,1,7,1,0,1350,1570,50.15632767893999,74.68835961348148,63.592885176608185,0
FKID001414,unplanned,12.9898379,77.5719635,0.0,0.0,"Subedar Chatram Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,2024-03-15 03:26:40.957000+00:00,closed,yes,2024-03-15 05:29:33.987846+00:00,bmtc bus ger box problem  traffic normal moment,bmtc_bus,Non-corridor,Low,2024-03-15 03:28:46.640705+00:00,1,FKUSR00780,FKUSR00001,Sheshadripuram,FKKG000764,FKUSR00780,2024-03-15 05:29:33.987213+00:00,Unknown,Unknown,Unknown,122.88383688333332,High,3,4,3,1,11,0,0,1350,1570,50.15632767893999,74.68835961348148,82.18710564856087,0
FKID001419,unplanned,12.9255212,77.5496526,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",vehicle_breakdown,False,2024-02-17 04:11:18.144000+00:00,closed,yes,2024-02-17 04:56:41.004825+00:00,Unknown,private_bus,ORR West 1,High,2024-02-17 04:12:22.829363+00:00,1,FKUSR00782,FKUSR00001,Banashankari,FKKG000766,FKUSR00782,2024-02-17 04:56:41.004353+00:00,Unknown,Unknown,Unknown,45.38100588333334,Medium,4,5,2,1,7,1,0,1350,1570,50.15632767893999,74.68835961348148,70.9842127457627,0
FKID001420,unplanned,12.9305032,77.5802774,0.0,0.0,"4th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",vehicle_breakdown,False,2024-02-17 03:14:19.776000+00:00,closed,no,2024-02-17 03:42:05.106011+00:00,[LOCATION] to [LOCATION],heavy_vehicle,Non-corridor,Low,2024-02-17 03:16:13.036277+00:00,1,FKUSR00783,FKUSR00001,Jayanagara,FKKG000767,FKUSR00783,2024-02-17 03:42:05.105518+00:00,Unknown,Unknown,Unknown,27.755491966666668,Low,3,5,2,1,7,1,0,1350,1570,50.15632767893999,74.68835961348148,82.18710564856087,0
FKID001423,unplanned,12.91304392,77.62528618,0.0,0.0,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2024-02-17 05:09:02.052000+00:00,closed,yes,2024-02-17 05:24:47.776578+00:00,Silk Board towards rupena Agrahara  near [PERSON] car off road star problem sir one line vehicle will pass slow moving traffic w,private_car,Hosur Road,High,2024-02-17 05:11:59.707820+00:00,1,FKUSR00785,FKUSR00001,HSR Layout,FKKG000769,FKUSR00785,2024-02-17 05:24:47.776077+00:00,Unknown,Unknown,Unknown,15.76206795,Low,5,5,2,1,7,1,0,1350,1570,50.15632767893999,74.68835961348148,77.44925807819149,0
FKID001424,unplanned,12.9959803,77.667998,0.0,0.0,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,2024-03-15 04:49:18.703000+00:00,closed,yes,2024-03-15 06:53:26.650470+00:00,Unknown,heavy_vehicle,ORR North 1,High,2024-03-15 04:49:54.370911+00:00,1,FKUSR00786,FKUSR00001,Mahadevapura,FKKG000770,FKUSR00786,2024-03-15 06:53:26.649821+00:00,Unknown,Unknown,Unknown,124.13244701666667,High,4,4,3,1,11,0,0,1350,1570,50.15632767893999,74.68835961348148,77.9761443347826,0
FKID001425,unplanned,13.0412942,77.6226947,0.0,0.0,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,2024-03-15 04:48:30.627000+00:00,closed,no,2024-03-15 07:04:32.564975+00:00,slow movement towards KEB junction due to [LOCATION] work,Unknown,Hennur Main Road,High,2024-03-15 04:49:15.659642+00:00,1,FKUSR00361,FKUSR00361,Hennuru,FKKG000353,FKUSR00361,2024-03-15 07:04:32.564356+00:00,Unknown,Unknown,Unknown,136.03228926666668,High,4,4,3,1,11,0,0,1350,1570,74.67839247878788,74.68835961348148,83.99174613809524,0
FKID001426,unplanned,12.9633836,77.5814857,0.0,0.0,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2024-03-15 04:28:57.064000+00:00,closed,yes,2024-03-15 04:57:20.008747+00:00,Normal Traffic moving sir,truck,Mysore Road,High,2024-03-15 04:36:32.738669+00:00,1,FKUSR00787,FKUSR00001,City Market,FKKG000771,FKUSR00787,2024-03-15 04:57:20.007958+00:00,Unknown,Unknown,Unknown,28.3823993,Low,4,4,3,1,11,0,0,1350,1570,50.15632767893999,74.68835961348148,63.592885176608185,0
FKID001432,unplanned,12.9901789,77.5037504,0.0,0.0,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-03-15 05:42:14.040000+00:00,closed,no,2024-03-15 06:07:33.340601+00:00,Unknown,bmtc_bus,Magadi Road,High,2024-03-15 05:42:54.279313+00:00,1,FKUSR00789,FKUSR00001,Kamakshipalya,FKKG000773,FKUSR00789,2024-03-15 06:07:33.340025+00:00,Unknown,Unknown,Unknown,25.32166708333333,Low,5,4,3,1,11,0,0,1350,1570,50.15632767893999,74.68835961348148,63.94197490036232,0
FKID001437,unplanned,12.9874519,77.587879,0.0,0.0,"Sankey Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-03-15 05:52:09.129000+00:00,closed,yes,2024-03-15 06:41:50.444443+00:00,car break down due to wheel jam incoming side Windsor maner towards [LOCATION] [PERSON] opposite.,private_car,Bellary Road 1,High,2024-03-15 05:55:01.249982+00:00,1,FKUSR00112,FKUSR00001,High ground,FKKG000106,FKUSR00112,2024-03-15 06:41:50.443497+00:00,Unknown,Unknown,Unknown,49.68857495,Medium,5,4,3,1,11,0,0,1350,1570,50.15632767893999,74.68835961348148,64.99083835017825,0
FKID001446,unplanned,12.9884191,77.5887931,12.9884134,77.5887922,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",tree_fall,True,2024-02-17 16:45:59.579000+00:00,closed,yes,2024-02-17 19:07:34.844510+00:00,tree brenches fall in chief secretary residence road sir,Unknown,Bellary Road 1,High,2024-02-17 16:53:00.574122+00:00,1,FKUSR00793,FKUSR00001,High ground,FKKG000777,FKUSR00793,2024-02-17 19:07:34.843926+00:00,Unknown,Unknown,Unknown,141.58774876666666,High,16,5,2,1,7,1,0,1350,1570,192.2649094001792,74.68835961348148,64.99083835017825,0
FKID001447,unplanned,13.0932487,77.59516,0.0,0.0,"Allalasandra Main Road, RMZ Galleria Residences, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-02-17 19:23:07.740000+00:00,closed,yes,2024-02-17 20:28:20.370466+00:00,Unknown,bmtc_bus,Bellary Road 2,High,2024-02-17 19:26:43.394081+00:00,1,FKUSR00794,FKUSR00001,Yelahanka,FKKG000778,FKUSR00794,2024-02-17 20:28:20.369988+00:00,Unknown,Unknown,Unknown,65.21049980000001,Medium,19,5,2,1,7,1,1,1350,1570,50.15632767893999,74.68835961348148,71.70337182127976,0
FKID001458,unplanned,12.9784305,77.5707735,0.0,0.0,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",vehicle_breakdown,False,2024-02-17 20:43:37.982000+00:00,closed,yes,2024-02-17 21:05:25.572831+00:00,one side movement sir,bmtc_bus,Non-corridor,Low,2024-02-17 20:47:10.661550+00:00,1,FKUSR00800,FKUSR00001,Chamarajpet,FKKG000784,FKUSR00800,2024-02-17 21:05:25.572323+00:00,Unknown,Unknown,Unknown,21.79317205,Low,20,5,2,1,7,1,1,1350,1570,50.15632767893999,74.68835961348148,82.18710564856087,0
